,Civilité,Year,Type,section,Nationalité,ISO_code
480,Miss,2009-2010,Master,Architecture,Swiss,
481,Miss,2009-2010,Master,Environmental Sciences and Engineering,French,
482,Mister,2009-2010,Bachelor,Computer Science,Swiss,
483,Mister,2009-2010,Bachelor,Mechanical Engineering,Swiss,
484,Mister,2009-2010,Master,Environmental Sciences and Engineering,Swiss,
485,Mister,2009-2010,Master,Computer Science,Italian,
486,Mister,2009-2010,Master,Computer Science,Swiss,
487,Mister,2009-2010,Master,Computer Science,Swiss,
488,Mister,2009-2010,Bachelor,Computer Science,Swiss,
489,Mister,2009-2010,Bachelor,Computer Science,Swiss,
490,Mister,2009-2010,Master,Computer Science,Swiss,
491,Mister,2009-2010,Bachelor,Computer Science,Swiss,
492,Mister,2009-2010,Bachelor,Computer Science,Swiss,
493,Mister,2009-2010,Bachelor,Computer Science,French,
494,Mister,2009-2010,Master,Computer Science,Swiss,
495,Miss,2009-2010,Master,Architecture,Swiss,
496,Miss,2009-2010,Bachelor,Architecture,Swiss,
497,Mister,2009-2010,Bachelor,Architecture,Swiss,
498,Mister,2009-2010,Bachelor,Architecture,Swiss,
499,Miss,2009-2010,Bachelor,Communication Systems,French,
500,Mister,2009-2010,Bachelor,Architecture,Swiss,
501,Mister,2009-2010,Bachelor,Computer Science,French,
502,Mister,2009-2010,Master,Computer Science,Swiss,
503,Mister,2009-2010,Bachelor,Computer Science,Swiss,
504,Mister,2009-2010,Master,Architecture,Swiss,
505,Mister,2009-2010,Master,Chemical Engineering and Biotechnology,Swiss,
506,Mister,2009-2010,Master,Materials Science and Engineering,Swiss,
507,Mister,2009-2010,Master,Materials Science and Engineering,Swiss,
508,Miss,2009-2010,Bachelor,Architecture,Swiss,
509,Mister,2009-2010,Master,Architecture,Swiss,
510,Mister,2009-2010,Bachelor,Microengineering,French,
511,Miss,2009-2010,Master,Architecture,French,
512,Mister,2009-2010,Master,Mathematics,Swiss,
513,Mister,2009-2010,Master,Microengineering,Swiss,
514,Mister,2009-2010,Master,Physics,Swiss,
515,Miss,2009-2010,Master,Civil Engineering,Swiss,
516,Mister,2009-2010,Master,Communication Systems,Swiss,
517,Mister,2009-2010,Master,Electrical and Electronics Engineering,Swiss,
518,Mister,2009-2010,Master,Environmental Sciences and Engineering,Swiss,
519,Mister,2009-2010,Master,Mechanical Engineering,Swiss,
520,Mister,2009-2010,Master,Civil Engineering,Swiss,
521,Mister,2009-2010,Master,Microengineering,French,
522,Mister,2009-2010,Master,Physics,French,
523,Mister,2009-2010,Master,Physics,French,
524,Mister,2009-2010,Master,Environmental Sciences and Engineering,Swiss,
525,Mister,2009-2010,Master,Electrical and Electronics Engineering,Swiss,
526,Mister,2009-2010,Master,Communication Systems,French,
527,Mister,2009-2010,Master,Bioengineering,Swiss,
528,Mister,2009-2010,Bachelor,Physics,French,
529,Mister,2009-2010,Master,Computer Science,Swiss,
530,Mister,2009-2010,Master,Financial engineering,French,
531,Mister,2009-2010,Bachelor,Environmental Sciences and Engineering,Belgian,
532,Miss,2009-2010,Master,Nuclear engineering,French,
533,Mister,2009-2010,Master,Computer Science,Swiss,
534,Mister,2009-2010,Master,Electrical and Electronics Engineering,Swiss,
535,Mister,2009-2010,Master,Life Sciences and Technologies,Swiss,
536,Mister,2009-2010,Bachelor,Materials Science and Engineering,Swiss,
537,Miss,2009-2010,Master,Chemical Engineering and Biotechnology,French,
538,Mister,2009-2010,Master,Electrical and Electronics Engineering,Swiss,
539,Mister,2009-2010,Bachelor,Mechanical Engineering,Swiss,
540,Mister,2009-2010,Bachelor,Mathematics,Swiss,
541,Mister,2009-2010,Master,Applied Physics,Swiss,
542,Mister,2009-2010,Bachelor,Mechanical Engineering,Swiss,
543,Mister,2009-2010,Master,Civil Engineering,Swiss,
544,Mister,2009-2010,Master,Mechanical Engineering,American,
545,Mister,2009-2010,Bachelor,Architecture,Swiss,
546,Mister,2009-2010,Master,Bioengineering,Swiss,
547,Miss,2009-2010,Master,Bioengineering,Swiss,
548,Mister,2009-2010,Master,Mechanical Engineering,Swiss,
549,Mister,2009-2010,Master,Civil Engineering,Swiss,
550,Mister,2009-2010,Master,Civil Engineering,Swiss,
551,Mister,2009-2010,Master,Bioengineering,Swiss,
552,Mister,2009-2010,Bachelor,Communication Systems,Swiss,
553,Mister,2009-2010,Master,Microengineering,Swiss,
554,Miss,2009-2010,Bachelor,Architecture,Swiss,
555,Mister,2009-2010,Master,Computer Science,Dutch,
556,Mister,2009-2010,Master,Molecular & Biological Chemistry,Swiss,
557,Mister,2009-2010,Master,Physics,Swiss,
558,Mister,2009-2010,Master,Physics,Swiss,
559,Mister,2009-2010,Master,Communication Systems,Swiss,
560,Mister,2009-2010,Bachelor,Communication Systems,Swiss,
561,Mister,2009-2010,Master,Electrical and Electronics Engineering,Swiss,
562,Mister,2009-2010,Master,Communication Systems,Swiss,
563,Mister,2009-2010,Master,Microengineering,malgache,
564,Mister,2009-2010,Bachelor,Architecture,French,
565,Mister,2009-2010,Master,Electrical and Electronics Engineering,Swiss,
566,Mister,2009-2010,Master,Electrical and Electronics Engineering,Swiss,
567,Mister,2009-2010,Master,Mathematics,Swiss,
568,Miss,2009-2010,Bachelor,Materials Science and Engineering,Swiss,
569,Mister,2009-2010,Bachelor,Life Sciences and Technologies,Swiss,
570,Miss,2009-2010,Master,Microengineering,Swiss,
571,Miss,2009-2010,Bachelor,Architecture,Swiss,
572,Mister,2009-2010,Master,Electrical and Electronics Engineering,Swiss,
573,Mister,2009-2010,Master,Microengineering,Swiss,
574,Mister,2009-2010,Master,Computer Science,Swiss,
575,Mister,2009-2010,Bachelor,Architecture,Swiss,
576,Mister,2009-2010,Master,Microengineering,Swiss,
577,Mister,2009-2010,Master,Microengineering,Swiss,
578,Mister,2009-2010,Master,Computer Science,Dutch,
579,Mister,2009-2010,Bachelor,Microengineering,Swiss,
580,Miss,2009-2010,Master,Environmental Sciences and Engineering,Swiss,
581,Miss,2009-2010,Bachelor,Architecture,Spanish,
582,Mister,2009-2010,Master,Financial engineering,Ecuadorian,
583,Mister,2009-2010,Master,Life Sciences and Technologies,Swiss,
584,Mister,2009-2010,Bachelor,Mechanical Engineering,Italian,
585,Mister,2009-2010,Master,Mechanical Engineering,Swiss,
586,Mister,2009-2010,Master,Mechanical Engineering,Swiss,
587,Mister,2009-2010,Master,Mechanical Engineering,Swiss,
588,Mister,2009-2010,Master,Mechanical Engineering,Swiss,
589,Mister,2009-2010,Master,Mechanical Engineering,Swiss,
590,Mister,2009-2010,Master,Mathematics,Swiss,
591,Mister,2009-2010,Master,Environmental Sciences and Engineering,Swiss,
592,Mister,2009-2010,Master,Civil Engineering,Swiss,
593,Miss,2009-2010,Master,Materials Science and Engineering,Swiss,
594,Mister,2009-2010,Bachelor,Life Sciences and Technologies,Swiss,
595,Miss,2009-2010,Master,Mathematics,Swiss,
596,Mister,2009-2010,Bachelor,Materials Science and Engineering,Swiss,
597,Miss,2009-2010,Bachelor,Architecture,Swiss,
598,Miss,2009-2010,Master,Materials Science and Engineering,Swiss,
599,Mister,2009-2010,Bachelor,Mechanical Engineering,Swiss,
600,Miss,2009-2010,Master,Architecture,Swiss,
601,Mister,2009-2010,Master,Architecture,Swiss,
602,Mister,2009-2010,Master,Materials Science and Engineering,Swiss,
603,Mister,2009-2010,Master,Mechanical Engineering,Swiss,
604,Mister,2009-2010,Master,Mechanical Engineering,Swiss,
605,Mister,2009-2010,Bachelor,Chemistry and Chemical Engineering,Swiss,
606,Mister,2009-2010,Master,Environmental Sciences and Engineering,Swiss,
607,Mister,2009-2010,Master,Architecture,Swiss,
608,Mister,2009-2010,Master,Materials Science and Engineering,Swiss,
609,Mister,2009-2010,Bachelor,Architecture,Swiss,
610,Miss,2009-2010,Bachelor,Mathematics,Swiss,
611,Miss,2009-2010,Master,Mathematics,Swiss,
612,Mister,2009-2010,Master,Mathematics,French,
613,Mister,2009-2010,Master,Molecular & Biological Chemistry,Swiss,
614,Mister,2009-2010,Master,Molecular & Biological Chemistry,Swiss,
615,Mister,2009-2010,Master,Molecular & Biological Chemistry,Swiss,
616,Miss,2009-2010,Master,Architecture,Swiss,
617,Mister,2009-2010,Master,Architecture,Italian,
618,Mister,2009-2010,Master,Architecture,Swiss,
619,Mister,2009-2010,Bachelor,Architecture,Swiss,
620,Mister,2009-2010,Master,Communication Systems,Swiss,
621,Mister,2009-2010,Master,Communication Systems,Swiss,
622,Miss,2009-2010,Master,Communication Systems,Spanish,
623,Mister,2009-2010,Master,Mechanical Engineering,Swiss,
624,Mister,2009-2010,Master,Environmental Sciences and Engineering,Swiss,
625,Mister,2009-2010,Master,Life Sciences and Technologies,Swiss,
626,Miss,2009-2010,Master,Life Sciences and Technologies,Swiss,
627,Mister,2009-2010,Master,Computer Science,Swiss,
628,Mister,2009-2010,Master,Environmental Sciences and Engineering,Swiss,
629,Mister,2009-2010,Master,Architecture,Swiss,
630,Mister,2009-2010,Master,Mechanical Engineering,French,
631,Mister,2009-2010,Master,Microengineering,French,
632,Miss,2009-2010,Bachelor,Mechanical Engineering,Swiss,
633,Miss,2009-2010,Master,Architecture,Swiss,
634,Mister,2009-2010,Master,Microengineering,Swiss,
635,Mister,2009-2010,Bachelor,Chemistry and Chemical Engineering,Swiss,
636,Mister,2009-2010,Master,Electrical and Electronics Engineering,Russian,
637,Miss,2009-2010,Bachelor,Architecture,Italian,
638,Mister,2009-2010,Bachelor,Architecture,Swiss,
639,Miss,2009-2010,Master,Life Sciences and Technologies,Swiss,
640,Miss,2009-2010,Master,Environmental Sciences and Engineering,Swiss,
641,Mister,2009-2010,Bachelor,Architecture,Costa Rican,
642,Mister,2009-2010,Master,Microengineering,Portuguese,
643,Mister,2009-2010,Master,Environmental Sciences and Engineering,Swiss,
644,Miss,2009-2010,Master,Life Sciences and Technologies,Swiss,
645,Mister,2009-2010,Bachelor,Architecture,Italian,
646,Mister,2009-2010,Master,Environmental Sciences and Engineering,Swiss,
647,Mister,2009-2010,Master,Environmental Sciences and Engineering,Swiss,
648,Mister,2009-2010,Master,Environmental Sciences and Engineering,Swiss,
649,Mister,2009-2010,Master,Environmental Sciences and Engineering,French,
650,Mister,2009-2010,Master,Physics,Croatian,
651,Miss,2009-2010,Master,Mathematics,Swiss,
652,Miss,2009-2010,Bachelor,Architecture,Swiss,
653,Mister,2009-2010,Master,Environmental Sciences and Engineering,British,
654,Miss,2009-2010,Bachelor,Architecture,Swiss,
655,Mister,2009-2010,Bachelor,Architecture,Swiss,
656,Mister,2009-2010,Master,Mathematics,Swiss,
657,Miss,2009-2010,Master,Environmental Sciences and Engineering,Swiss,
658,Mister,2009-2010,Master,Environmental Sciences and Engineering,Swiss,
659,Mister,2009-2010,Master,Physics,Swiss,
660,Mister,2009-2010,Master,Environmental Sciences and Engineering,Swiss,
661,Miss,2009-2010,Bachelor,Architecture,Swiss,
662,Miss,2009-2010,Master,Mechanical Engineering,Swiss,
663,Mister,2009-2010,Master,Environmental Sciences and Engineering,Swiss,
664,Miss,2009-2010,Master,Architecture,Swiss,
665,Miss,2009-2010,Bachelor,Architecture,Swiss,
666,Mister,2009-2010,Master,Microengineering,German,
667,Miss,2009-2010,Master,Architecture,Canadian,
668,Mister,2009-2010,Master,Civil Engineering,Swiss,
669,Mister,2009-2010,Master,Computer Science,Swiss,
670,Mister,2009-2010,Master,Microengineering,Swiss,
671,Mister,2009-2010,Master,Environmental Sciences and Engineering,Swiss,
672,Mister,2009-2010,Bachelor,Computer Science,Swiss,
673,Mister,2009-2010,Master,Computer Science,Indian,
674,Miss,2009-2010,Master,Physics,Swiss,
675,Mister,2009-2010,Master,Microengineering,Japanese,
676,Miss,2009-2010,Bachelor,Architecture,Brazilian,
677,Mister,2009-2010,Bachelor,Microengineering,Swiss,
678,Miss,2009-2010,Master,Financial engineering,Swiss,
679,Mister,2009-2010,Master,Mechanical Engineering,Swiss,
680,Mister,2009-2010,Master,Physics,Swiss,
681,Mister,2009-2010,Master,Civil Engineering,Swiss,
682,Mister,2009-2010,Bachelor,Architecture,Swiss,
683,Mister,2009-2010,Master,Mathematics,Swiss,
684,Mister,2009-2010,Master,Mechanical Engineering,Swiss,
685,Mister,2009-2010,Master,Communication Systems,French,
686,Mister,2009-2010,Bachelor,Microengineering,Swiss,
687,Miss,2009-2010,Master,Mathematics,Swiss,
688,Mister,2009-2010,Master,Microengineering,Swiss,
689,Mister,2009-2010,Bachelor,Microengineering,Swiss,
690,Mister,2009-2010,Master,Communication Systems,Swiss,
691,Miss,2009-2010,Master,Life Sciences and Technologies,Swiss,
692,Miss,2009-2010,Bachelor,Architecture,Swiss,
693,Mister,2009-2010,Master,Physics,Swiss,
694,Miss,2009-2010,Master,Materials Science and Engineering,liechtensteinoise,
695,Mister,2009-2010,Master,Bioengineering,Swiss,
696,Mister,2009-2010,Master,Physics,Swiss,
697,Miss,2009-2010,Master,Mechanical Engineering,Swiss,
698,Mister,2009-2010,Bachelor,Mechanical Engineering,Swiss,
699,Mister,2009-2010,Master,Chemical Engineering and Biotechnology,Swiss,
700,Miss,2009-2010,Master,Life Sciences and Technologies,Swiss,
701,Mister,2009-2010,Master,Mathematics,Swiss,
702,Mister,2009-2010,Master,Chemical Engineering and Biotechnology,Swiss,
703,Mister,2009-2010,Master,Communication Systems,Swiss,
704,Mister,2009-2010,Master,Physics,Swiss,
705,Mister,2009-2010,Master,Environmental Sciences and Engineering,German,
706,Mister,2009-2010,Master,Microengineering,Swiss,
707,Mister,2009-2010,Master,Microengineering,Swiss,
708,Miss,2009-2010,Master,Life Sciences and Technologies,Swiss,
709,Mister,2009-2010,Master,Environmental Sciences and Engineering,Swiss,
710,Mister,2009-2010,Master,Financial engineering,French,
711,Mister,2009-2010,Master,Civil Engineering,Swiss,
712,Mister,2009-2010,Master,Environmental Sciences and Engineering,Swiss,
713,Mister,2009-2010,Master,Environmental Sciences and Engineering,Swiss,
714,Mister,2009-2010,Master,Civil Engineering,Swiss,
715,Mister,2009-2010,Master,Mechanical Engineering,Swiss,
716,Mister,2009-2010,Master,Environmental Sciences and Engineering,Swiss,
717,Mister,2009-2010,Master,Life Sciences and Technologies,Swiss,
718,Miss,2009-2010,Bachelor,Architecture,Swiss,
719,Mister,2009-2010,Master,Mechanical Engineering,Swiss,
720,Mister,2009-2010,Bachelor,Microengineering,British,
721,Mister,2009-2010,Master,Electrical and Electronics Engineering,Swiss,
722,Mister,2009-2010,Bachelor,Chemistry and Chemical Engineering,Swiss,
723,Mister,2009-2010,Master,Environmental Sciences and Engineering,Swiss,
724,Miss,2009-2010,Bachelor,Architecture,Swiss,
725,Mister,2009-2010,Master,Microengineering,Swiss,
726,Miss,2009-2010,Master,Civil Engineering,Swiss,
727,Miss,2009-2010,Master,Architecture,Swiss,
728,Mister,2009-2010,Master,Architecture,Swiss,
729,Miss,2009-2010,Master,Environmental Sciences and Engineering,Swiss,
730,Mister,2009-2010,Master,Environmental Sciences and Engineering,Swiss,
731,Mister,2009-2010,Master,Financial engineering,Swiss,
732,Mister,2009-2010,Bachelor,Computer Science,Swiss,
733,Mister,2009-2010,Bachelor,Microengineering,Swiss,
734,Mister,2009-2010,Master,Mechanical Engineering,Swiss,
735,Mister,2009-2010,Master,Civil Engineering,Moroccan,
736,Mister,2009-2010,Master,Computer Science,luxembourgish,
737,Mister,2009-2010,Master,Civil Engineering,luxembourgish,
738,Mister,2009-2010,Master,Communication Systems,Swiss,
739,Miss,2009-2010,Master,Architecture,French,
740,Mister,2009-2010,Master,Civil Engineering,Portuguese,
741,Mister,2009-2010,Master,Civil Engineering,luxembourgish,
742,Mister,2009-2010,Master,Environmental Sciences and Engineering,French,
743,Mister,2009-2010,Master,Mathematics,French,
744,Mister,2009-2010,Master,Physics,French,
745,Miss,2009-2010,Master,Life Sciences and Technologies,Russian,
746,Mister,2009-2010,Master,Microengineering,Tunisian,
747,Mister,2009-2010,Bachelor,Microengineering,Lebanese,
748,Mister,2009-2010,Bachelor,Civil Engineering,Lebanese,
749,Mister,2009-2010,Master,Microengineering,French,
750,Mister,2009-2010,Master,Computer Science,Cameroonian,
751,Miss,2009-2010,Master,Microengineering,Indian,
752,Mister,2009-2010,Master,Communication Systems,Moroccan,
753,Mister,2009-2010,Bachelor,Civil Engineering,Tunisian,
754,Mister,2009-2010,Master,Computer Science,Turkish,
755,Mister,2009-2010,Bachelor,Computer Science,Lebanese,
756,Mister,2009-2010,Bachelor,Civil Engineering,Moroccan,
757,Mister,2009-2010,Bachelor,Microengineering,Lebanese,
758,Miss,2009-2010,Bachelor,Architecture,French,
759,Mister,2009-2010,Bachelor,Architecture,French,
760,Mister,2009-2010,Master,Chemical Engineering and Biotechnology,French,
761,Miss,2009-2010,Bachelor,Mathematics,Tunisian,
762,Mister,2009-2010,Master,Civil Engineering,Swiss,
763,Miss,2009-2010,Bachelor,Microengineering,Turkish,
764,Mister,2009-2010,Master,Microengineering,French,
765,Miss,2009-2010,Master,Bioengineering,Swiss,
766,Mister,2009-2010,Master,Bioengineering,Algerian,
767,Mister,2009-2010,Master,Mechanical Engineering,Bolivian,
768,Mister,2009-2010,Bachelor,Life Sciences and Technologies,Moroccan,
769,Mister,2009-2010,Bachelor,Materials Science and Engineering,French,
770,Mister,2009-2010,Bachelor,Civil Engineering,French,
771,Mister,2009-2010,Bachelor,Microengineering,Tunisian,
772,Mister,2009-2010,Bachelor,Microengineering,French,
773,Mister,2009-2010,Bachelor,Mechanical Engineering,Lebanese,
774,Miss,2009-2010,Master,Chemical Engineering and Biotechnology,luxembourgish,
775,Mister,2009-2010,Master,Communication Systems,Swiss,
776,Mister,2009-2010,Bachelor,Architecture,British,
777,Miss,2009-2010,Master,Electrical and Electronics Engineering,Swiss,
778,Mister,2009-2010,Bachelor,Computer Science,Swiss,
779,Mister,2009-2010,Bachelor,Microengineering,Lebanese,
780,Mister,2009-2010,Bachelor,Architecture,Swiss,
781,Mister,2009-2010,Bachelor,Computer Science,Swiss,
782,Miss,2009-2010,Master,Communication Systems,Iranian,
783,Miss,2009-2010,Bachelor,Environmental Sciences and Engineering,Swiss,
784,Mister,2009-2010,Master,Architecture,Swiss,
785,Mister,2009-2010,Master,Communication Systems,Swiss,
786,Mister,2009-2010,Bachelor,Architecture,Swiss,
787,Mister,2009-2010,Master,Civil Engineering,Swiss,
788,Miss,2009-2010,Master,Materials Science and Engineering,Swiss,
789,Miss,2009-2010,Master,Life Sciences and Technologies,Swiss,
790,Mister,2009-2010,Bachelor,Architecture,Swiss,
791,Mister,2009-2010,Master,Civil Engineering,Swiss,
792,Mister,2009-2010,Bachelor,Civil Engineering,Swiss,
793,Mister,2009-2010,Master,Environmental Sciences and Engineering,French,
794,Mister,2009-2010,Master,Microengineering,French,
795,Miss,2009-2010,Master,Communication Systems,Cameroonian,
796,Mister,2009-2010,Master,Life Sciences and Technologies,Swiss,
797,Mister,2009-2010,Master,Architecture,Swiss,
798,Mister,2009-2010,Bachelor,Computer Science,Swiss,
799,Mister,2009-2010,Bachelor,Architecture,Swiss,
800,Miss,2009-2010,Master,Environmental Sciences and Engineering,Iranian,
801,Miss,2009-2010,Bachelor,Architecture,Swiss,
802,Mister,2009-2010,Master,Mechanical Engineering,Swiss,
803,Miss,2009-2010,Bachelor,Architecture,Swiss,
